Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
us.megamilly.com,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1
chikh-ali.com,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,1
myozhost.com,0,0,0,2,0,0,1,0,0,0,0,1,1,1,1,1
viccats.camcam.dns-cloud.net,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,1
hamt.jp,0,0,1,7,0,0,0,0,0,1,1,0,0,1,0,1
haywardtransportationllc.com,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,1
attach6119bgz.myratesale.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
spectometre.newimagefitness.net,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,1
magictriminc.com,0,0,1,10,0,0,0,0,0,0,1,0,0,1,0,1
chemstrymatch.000webhostapp.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
secure.runescape.com-en.ru,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,1
acoustic-veil-digit.glitch.me,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
n4r7u.app.link,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
tinyurl.com,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1
excellchuyensau.com,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1
feciusa-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,0,0,1,0,1
hamt.jp,0,0,1,7,0,0,0,0,0,1,1,0,0,1,0,1
novageracaotransportes.com.br,0,0,1,4,0,0,0,0,0,1,1,0,0,1,0,1
sonofabridge.com.net2care.com,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1
inaceinox.pt,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,1
adnet8.com,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,0,0,1,0,1
surveyheart.com,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1
kergaukr.com,0,0,1,3,0,0,0,0,0,1,1,0,0,1,0,1
techmarketingbuffalo.com,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
paxfulonlinepayment.com,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
demo.mkt.exoret.com,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
nhms.solutions,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,1
grindtimegym.com,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,1
lz5.1ee.myftpupload.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
secureline-helpdesk.com,0,0,0,2,0,0,0,1,0,1,1,0,0,1,0,1
findngrow.com,0,0,1,6,0,0,0,0,0,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
fr.chromeproxy.net,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
espace-client.fr,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,1
zohard.com,0,0,1,8,0,0,0,0,1,1,1,1,0,1,0,1
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,0,0,1,0,1
adnet8.com,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1
services.runescape.com-un.ru,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1
nf3ftix-refu31paym.com,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1
cgi.ebay.de.annas.id,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
nationalsportsgroup.icu,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
ecodrink.vn,0,0,0,3,0,0,0,0,1,1,1,0,0,1,0,1
sdsd.carlowc.com,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
evidentfreedom.icu,0,0,0,3,0,0,0,0,0,0,1,1,1,1,1,1
bre-tech.com,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,1
arsalanconstructioncompany.com,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
taddepol.edu.hk,0,0,1,3,0,0,0,0,1,1,1,0,0,1,0,1
magpieroost.com,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,1
webexert.com,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
sandburg.xfinityhelp.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
comdi3horas.joomla.com,0,0,1,4,0,0,0,0,0,0,1,1,1,1,1,1
boraprafrentebra18k.com,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
mariamuller.com.br,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1
kisa.link,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
mail.agricareseeds.com,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,1
suraseyidova.com,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
tableau-et-compagnie.fr:443,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
atendimento-sac-pg.joomla.com,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1
poddar-wonder-city.co.in,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
promerica-plataforma-appvirtual.com,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
printerparts.co.ke,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
lbmengenhariarj.com.br,0,0,1,3,0,0,0,0,0,1,1,0,0,1,0,1
agro-hotel.com,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
kaizenpak.com,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,1
1drv.ms,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
securemail9.godaddysites.com,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
golfencordoba.com,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,1
grindtimegym.com,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1
dzd.rksmb.org,0,0,1,5,0,0,1,0,0,0,1,0,0,1,0,1
dotpay.i-dpd.pl,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1
planwise.co.za,0,0,1,7,0,0,0,0,0,1,1,0,0,1,0,1
jiibli.muhamedkhalid.com,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
lamvb.czweb.org,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
ersfilter-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,0,0,1,0,1
borrachao.com.br,0,0,1,7,0,0,0,0,0,1,1,1,0,1,0,1
sanoltechnologies.com,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1
35.188.36.185,1,0,1,8,0,0,0,0,0,1,1,0,0,1,0,1
estaremos-nessa-crise-unidoscom.com,0,0,1,2,0,0,0,1,0,0,1,1,0,1,0,1
protourssoccer.com,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,1
labyrinthtanning.com,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
zohard.com,0,0,1,8,0,0,0,0,1,1,1,1,0,1,0,1
mamaregy.com,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
scotiabank-com-mx.acceso-cliente.com,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
repositorio.vk2.com.br,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1
scubamamma.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
email.zalinco.com,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
streck.com.br,0,0,0,4,0,0,0,0,0,1,1,0,0,1,0,1
servizidifatturazione.cloudaccess.host,0,0,1,3,0,0,0,0,1,1,1,0,0,1,0,1
jairtavares.com,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1
eischool.com.ng,0,0,0,4,0,0,0,0,1,1,1,1,0,1,0,1
08group.tv,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
titaniumdobrasil.com.br,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,0,0,1,0,1
juegosdemesamodernos.com,0,0,1,7,0,0,0,0,0,1,1,0,0,1,0,1
paypal-webnative.surge.sh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
osool-eg.com,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,1
kbimperial.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
tiscali-rimborso.it,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
smprintingpress.com,0,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1
proviamocosamanca.it,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
saldao-de-mes-das-maes.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
mmagaluofertashoje.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
veazieit.com,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,1
mattfitterer.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
update.troyvanspanje.com,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
emlakwebtasarim.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
mtmonly.com,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1
instagram.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,0,0,1,0,1,0,1
restaurantelabarquita.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1
mytanfarma.com,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1
paypal.co.uk.session23406304fd15e72e65304c141af8898f117.33s3.smoz.us,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
rhizucor.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
betasusguncelgir.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
meliskuris.com,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
186.75.130.46,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
rkgreany-seg3-2.kk.sopqa.arg.r.de.a2ip.ru,0,0,1,6,0,0,0,1,0,0,1,0,1,1,0,1
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,0,1,0,0,1,0,1
verification__emai.godaddysites.com,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
colegiomoura.com.br,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1
southcountyclassified.com,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1
bancobpm-youweb.com,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
samcool.org,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1
alibaba.com.spatialsys.com.ru,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
turkmcse.com,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
comicsgames.com,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1
negociacaoveiculos.com,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
portraitomar.net,0,0,0,3,0,0,0,0,0,0,1,1,1,1,1,1
storage.googleapis.com,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
myozhost.com,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
vulkanland-bio-safran.at,0,0,1,2,0,0,0,1,0,1,1,0,0,1,0,1
gold-mail.ru:443,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
bancoltauatendimentoao-cliente.acesso30horas.com,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1
steamvert.tk,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,0,0,1,0,1,0,1
onemillionsolutionsinhealth.net,0,0,1,3,0,0,0,0,0,0,1,1,0,1,0,1
cartoworld.co.ke,0,0,1,4,0,0,0,0,0,1,1,0,0,1,0,1
kalayekhabeyas.ir,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1
voterapp.jamaat.org,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1
icloud.com.athz.us,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
rinder.com.ar,0,0,1,3,0,0,0,0,0,1,1,0,0,1,0,1
oportunidadedasemana.com,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1
akilili.com,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,0,0,1,0,1
ayjegvgm.livedrive.com,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1
16tiles.com,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
liderfmtocos.website.radio.br,0,0,1,7,0,0,0,0,0,1,1,1,0,1,0,1
godandgoddess.com,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
rakuten.co.jp.wthrkb.ph,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
enigreen.net,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
paullemmerick.com,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,1
deref-gmx.net,0,0,1,4,0,0,0,1,0,1,1,0,0,1,0,1
facebook.com.triumphhomes.co.uk,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
steamproxy.net,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
car-debate.com,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,1
zohard.com,0,0,1,8,0,0,0,0,1,1,1,1,0,1,0,1
belshop.fitcurves.org,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
elgabalawy.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
managephoenix.com,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1
user-account-setting-security-support-amazon.com,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
sites.google.com,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1
brandedmikadotrousers.com,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
glueturn.nn.r.appspot.com,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1
conhantaohpg.com,0,0,1,7,0,0,0,0,0,0,1,0,0,1,0,1
adnet8.com,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1
snip.ly,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
pc604.com,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1
ghconsulting.co.uk,0,0,1,5,0,0,0,0,0,0,1,1,1,1,1,1
outridebd.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1
start-123.ru,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1
reimer-gartenbau.de,0,0,1,3,0,0,0,1,0,1,1,0,0,1,0,1
chikh-ali.com,0,0,1,4,0,0,0,1,0,0,1,0,0,1,0,1
withinmyskin.com,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
cestainhouse.com.br,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,1
fareast.qa,0,0,1,3,0,0,0,0,1,1,1,1,0,1,0,1
infoupdate-three.com,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1
nortiainteriors.com.au,0,0,1,6,0,0,0,0,0,1,1,0,0,1,0,1
bootnbonnet.org,0,0,1,7,0,0,0,0,0,0,1,0,0,1,0,1
sparkpassedecom.com,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1
evangelicalfriendsmission-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,0,0,1,0,1
ciimer-aiidat.com,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1
soyalejo.com,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
odaah.com,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,1
c1511482.ferozo.com,0,0,0,4,0,0,0,0,0,0,1,1,1,1,1,1
urbanmeisters.ovh,0,0,1,6,0,0,0,0,1,1,1,0,0,1,0,1
edwardinvestment.com,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,1
brahminudyog.com,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
mail2.mclink.it,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,1
asting.cz,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
kupelis.com,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,1
pantorouter.ir,0,0,1,4,0,0,0,0,1,1,1,0,0,1,0,1
muggetlogin.oa.r.appspot.com,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1
insularbank.ph,0,1,1,3,0,0,0,0,1,1,1,0,0,1,0,1
micromode53.xyz,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
perfectliker.net,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
usereinloggen.com,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1
inversionesgini.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
chat-whattsapp.com,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
apconsultingengineers.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
trbetasusgiris.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
shopytricks.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
kenovel.store,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
rakuten.co.jp.aplicationsuppornum43.supportaplicationpublicinformationcollecon8.xyz,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
lojaxgrowup.com,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,1
webmasteremailsupdating2020.hexat.com,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1
myfitnessboost.de,0,0,1,4,0,0,0,0,0,1,1,0,0,1,0,1
app.rspread.com,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
secure.runescape.com-en.ru,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,1
artexport.com.vn,0,0,1,7,0,0,1,0,1,1,1,0,0,1,0,1
fifohbibou.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
espaceclientv1.fr,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,1
prettanike.com,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1
i-m.mx,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1
livecentralmethodist-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,0,0,1,0,1
titan-valves.com,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,1
brianbegin.com,0,0,1,7,0,0,0,0,0,0,1,0,0,1,0,1
wizmozinteractive.com,0,0,1,3,0,0,0,0,0,1,1,0,0,1,0,1
estocap.com.br,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
refailogistics.com,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
bizcloudz.net,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
tudoemgeladeiras.com,0,0,1,2,0,0,0,0,1,1,1,0,0,1,0,1
meuitaucard.com,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
perdoesdiesel.com.br,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1
services.runescape.com-m.cc,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
dobesell.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
23.98.216.241,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
betasusgiir.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
topekalodging.org,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
ersfilter-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,0,0,1,0,1,0,1
clienteappsms-com.umbler.net,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1
venturegroupit.com,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,1
susai.ro,0,0,1,7,0,0,0,0,0,0,0,1,0,1,0,1
blufibras.com.br,0,1,1,3,0,0,0,0,0,1,1,0,0,1,0,1
81cbd50754804973894115930bc620f5.testing-url.ws,0,0,1,6,0,0,0,1,0,1,1,0,0,1,0,1
urlz.fr,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
twitter.com,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,0,0,1,0,1
testing-adjusting-balancing.com,0,0,1,2,0,0,0,1,1,1,1,0,0,1,0,1
ab453bbe-3b65-47cf-9eca-798689d971d5.htmlcomponentservice.com,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
comoliberarhuawei.com,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,1
merrylu.co.il,0,0,1,7,0,0,0,0,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
sparksfirehousedeli.com,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1
playarprint.com,0,0,1,2,0,0,1,0,0,1,1,0,0,1,0,1
alpha-mail-server3.ns01.info,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1
klavze28.com,0,0,1,7,0,0,0,0,0,1,1,0,0,1,0,1
maes-venha-conferir.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1
1001golos.dxservice.ru,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
moschinooutlet.pl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
secure.runescape.rs-runescape.fun,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
cns-international2.com,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
staytechconsulting.com,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
53.com-id3105365.thoughtoholics.net,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1
zohard.com,0,0,1,8,0,0,0,0,1,1,1,1,0,1,0,1
bokepwhaatsap.mrface.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
phx.blewpass.com,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1
gmailerstellen.de,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
aludagoglichidze.ge,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
sloaneandhyde.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
m5wx.com,0,0,1,8,0,0,1,0,0,0,1,0,0,1,0,1
urlz.fr,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
allegro.pl-oferta.ml,0,0,1,2,0,0,0,1,0,1,1,0,0,1,0,1
alertastelecredito.site,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
simplybeautifuleverydaylife.com,0,1,1,2,0,0,0,0,1,1,1,0,0,1,0,1
itcitymm.com,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,1
makemeacard.com,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1
davinci-studia.ru,0,1,1,4,0,0,0,1,0,0,1,0,0,1,0,1
trr20200413211524171.domtemporario.com.br,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,1
forms.gle,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1
lankeshpatrike.com,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1
adplife.com,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
wredtrcy.gb.net,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
unam.myfreesites.net,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
ustore.bg,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
metrological-focus.000webhostapp.com,0,0,1,6,0,0,0,1,0,0,1,0,0,1,0,1
weneedmorelinksbc.weebly.com,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
goldsilverboutique.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
automationhub.pk,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1
it-services.my-free.website,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
stanislausgrown.org,0,0,1,9,0,0,0,0,0,0,1,0,0,1,0,1
class.britishonline.co,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,1
deal8282.com,0,0,1,8,0,0,0,0,0,1,1,0,0,1,0,1
atualizarboletos.org,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,0,0,1,0,1
southcountyclassified.com,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1
planwise.co.za,0,0,1,8,0,0,0,0,0,1,1,0,0,1,0,1
etsee.club,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
capholeful1978.blogspot.be,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
secure.runescape.com-su.xyz,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
pd-iskra-lj.si,0,0,1,5,0,0,0,1,0,0,1,1,0,1,0,1
perfectimpactgolf.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
ecodrink.vn,0,0,0,4,0,0,0,0,1,1,1,0,0,1,0,1
ascmgpr.ir,0,0,0,2,0,0,0,0,1,1,1,0,0,1,0,1
robertoseifert.com,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1
faridabadeducationcouncil.com,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
crosplat.co.uk,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,1
chaseon.sytes.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1
email302.com,0,0,1,6,0,0,0,0,0,0,1,0,0,1,1,1
recover-paypal.com,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1
9khnh.app.link,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
ch.prunauneau.fr,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
bankofamerica-login.dns04.com,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
storage.googleapis.com,0,0,1,3,0,0,1,0,1,1,1,0,0,1,0,1
livenmitac-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,0,0,1,0,1
lbmengenhariarj.com.br,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1
mdelaw.com,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
betasusorjinals.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
primemobile.co.id,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
thegioisport.com,0,0,1,5,0,0,1,0,0,0,1,0,0,1,0,1
allparts.jo.by,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,0,0,1,0,1,0,1
thankyoufitzpatrick.com,0,0,1,8,0,0,0,0,1,1,1,0,0,1,0,1
restaurantelabarquita.com,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1
vk.com,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,0,1,0,0,1,0,1
35.188.36.185,1,0,1,4,0,0,0,0,0,1,1,0,0,1,0,1
